0,1,2,3,4,5,6
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,"상대방이 싫다는데 계속해서 말, 글, 그림 등을 보내 스토킹 한 적이 있다",,YDLQ2A03,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,"당사자가 원치 않는 사진, 엽사, 이미지, 동영상을 보내거나 몰래 다른 사람들에게 전달한 적이 있다",,YDLQ2A04,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,다른 사람 아이디를 도용해 가짜 계정을 만들거나 사이버상에서 그 사람인 것처럼 행동한 적이 있다,,YDLQ2A05,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,"누군가의 개인정보(이름, 나이, 학교, 전화번호 등)를 인터넷에 올리는 신상털기를 한 적이 있다",,YDLQ2A06,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,"게임머니, 게임아이템, 사이버머니, 돈을 뺏은 적이 있다",,YDLQ2A07,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,와이파이 셔틀이나 핫스팟 셔틀(데이터를 무료로 제공하게 시키는 것)을 시킨 적이 있다,,YDLQ2A08,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,"상대방이 원하지 않는 성적인 글이나 말, 야한 사진, 동영상 등을 보낸 적이 있다",,YDLQ2A09,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,인터넷 대화방에서 누군가를 퇴장하지 못하도록 하거나 싫다는데 반복적으로 초대한 적이 있다,,YDLQ2A10,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,일부러 시비를 걸어 상대방이 먼저 욕하게 하거나 성격에 문제있어 보이게 유도한 적이 있다,,YDLQ2A11,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,스마트폰 등을 이용해 상대방이 원하지 않는 행동을 시키거나 (담배)심부름을 시킨 적이 있다,,YDLQ2A12,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,누군가를 괴롭힐 목적으로 저격글을 올려 여러 사람이 볼 수 있게 한 적이 있다,,YDLQ2A13,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,사이버 상에서 누군가를 집중공격을 한 적이 있다,,YDLQ2A14,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,,대화방에 일부러 상대방을 초대하지 않거나 댓글이나 말을 무시한 적이 있다,,YDLQ2A15,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한 달에 1번
,,,,,4,한 달에 2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러 번
,또래 친구들과 비교해 볼 때 건강 상태가 어떻다고 생각합니까? ,,,YPHY1A00,1,전혀 건강하지 않다
,,,,,2,건강하지 못한 편이다
,,,,,3,건강한 편이다
,,,,,4,매우 건강하다
,지난 일주일 간 땀이 날 정도로 운동한 시간은 몇 시간 정도입니까?,,,YPHY1B00,1,없다
,,,,,2,1시간
,,,,,3,2시간
,,,,,4,3시간
,,,,,5,4시간 이상
,지난 일주일 간 아침식사를 한 날은 며칠입니까?,,,YPHY1C00,-,일
,키와 몸무게는 어떻게 됩니까?,키,,YPHY2A00,-,cm
,,몸무게,,YPHY2B00,-,kg
,몽정/초경이 시작된 시기는 언제입니까? 해당되는 시기에 응답해 주십시오.,몽정/생리 시작 시기,,YPHY2C00,1,아직 시작되지 않았다
,,,,,2,초등학교 1-3학년
,,,,,3,초등학교 4학년
,,,,,4,초등학교 5학년
,,,,,5,초등학교 6학년
,,,,,6,중학교 1학년
,,,,,7,중학교 2학년
,,,,,8,중학교 3학년
,,,,,9,고등학교 1학년 
,,,,,10,고등학교 2학년 이후
,귀하는 결혼에 대해 어떻게 생각하십니까?,,,YFFA1A01,1,하지 말아야 한다
,,,,,2,하지 않는 것이 좋다
,,,,,3,"해도 좋고, 하지 않아도 좋다"
,,,,,4,하는 것이 좋다
,,,,,5,반드시 해야 한다
,귀하는 아이를 낳는 것에 대해 어떻게 생각하십니까?,,,YFFA1A02,1,낳지 말아야 한다
,,,,,2,낳지 않는 것이 좋다
,,,,,3,"낳아도 좋고, 낳지 않아도 좋다"
,,,,,4,낳는 것이 좋다
,,,,,5,반드시 낳아야 한다
,이번에 하실 응답은 다른 두 시점에 얼마의 돈을 받을 수 있을 때 어느 쪽을 선택할지에 대한 것입니다.,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 4,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?",,YMCQ1A01,1,"다음 주 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 4주 뒤 목요일(4,500원)"
,,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 5,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?",,YMCQ1A02,1,"다음 주 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 4주 뒤 목요일(5,500원)"
,,"다음 주 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 4주 뒤 목요일에 6,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?",,YMCQ1A03,1,"다음 주 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 4주 뒤 목요일(6,500원)"
,,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 4,500원을 받는 것 중 어느 쪽을 선택하시겠습니까? ",,YMCQ1A04,1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 8주 뒤 목요일(4,500원)"
,,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 5,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?",,YMCQ1A05,1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 8주 뒤 목요일(5,500원)"
,,"다음 주 목요일을 기준으로 4주 뒤 목요일에 4,000원을 받는 것과 다음 주 목요일로부터 8주 뒤 목요일에 6,500원을 받는 것 중 어느 쪽을 선택하시겠습니까?",,YMCQ1A06,1,"다음 주 목요일로부터 4주 뒤 목요일(4,000원)"
,,,,,2,"다음 주 목요일로부터 8주 뒤 목요일(6,500원)"
,자신의 성향에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"무언가를 망쳤을 때, 처음에는 기분이 나쁘지만 시간이 지나면 그것을 잊을 수 있다",,YRRS1A01,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,내가 저지른 잘못 때문에 나 자신을 원망한다 ,,YRRS1A02,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,내가 저지른 잘못에서 교훈을 얻음으로써 잘못을 극복할 수 있다,,YRRS1A03,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,일을 망치면 나 자신을 용납하기가 매우 어렵다 ,,YRRS1A04,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"시간이 지나면, 실수를 했던 나 자신을 이해할 수 있다",,YRRS1A05,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"내가 느끼고, 생각하고, 말하고, 행동했던 부정적인 일들로 인해 스스로를 계속 비판한다 ",,YRRS1A06,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"누군가 잘못된 행동을 했다고 생각하면, 계속 그 사람을 벌주려 한다",,YRRS1A07,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"시간이 지나면, 과거에 실수했던 사람을 이해할 수 있다",,YRRS1A08,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나에게 상처를 주었던 사람을 계속 매정하게 대한다 ,,YRRS1A09,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"과거에 나에게 상처를 주었던 사람이라도, 결국 그 사람을 좋은 사람이라고 여길 수 있다 ",,YRRS1A10,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"만약 어떤 사람이 나를 함부로 대한다면, 그들을 계속 나쁘게 생각할 것이다 ",,YRRS1A11,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,누군가에게 실망을 했더라도 나중에는 그것을 대수롭지 않게 여길 수 있다 ,,YRRS1A12,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"어쩔 수 없는 이유로 무언가가 잘못되었을 때, 그것에 대한 부정적인 생각에 사로잡힌다 ",,YRRS1A13,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,시간이 지나면 인생의 나쁜 상황을 받아들일 수 있다,,YRRS1A14,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"어쩔 수 없는 상황으로 인해 실망하게 될 때, 계속 부정적으로 생각한다",,YRRS1A15,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,살아가면서 나쁜 상황이 생기더라도 결국 그것을 받아들일 수 있다,,YRRS1A16,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"그 누구의 잘못도 아닌데 부정적인 상황이 발생했다면, 그것을 받아들이기 어려울 것이다 ",,YRRS1A17,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다 ,,YRRS1A18,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,(남자만 응답) 귀하의 병역관계는 다음 중 어디에 해당됩니까?,,,YALL1A01,1,병역을 마치지 않았다(미필)
,,,,,2,현재 군 복무 중이다(현역)
,,,,,3,병역을 마쳤다
,,,,,4,병역 면제자이다
,현재 부모님(부모님이 안 계신 경우에는 보호자)과 함께 살고 있습니까?,,,YALL1B01,1,부모님(부모님이 안 계신 경우에는 보호자)과 함께 살고 있다
,,,,,2,부모님(부모님이 안 계신 경우에는 보호자)과 떨어져서 살고 있다
,부모님(부모님이 안 계신 경우에는 보호자)와 떨어져서 살고 있는 주된 이유는 무엇입니까?,,,YALL1B02,1,학교 통학 때문에
,,,,,2,직장(직업) 때문에
,,,,,3,진학 또는 취업 준비를 위하여
,,,,,4,부모님(부모님이 안 계신 경우에는 보호자)으로부터 독립하고 싶어서
,,,,,5,기타
,,,,YALL1B02_T,-,기타(적을 것: )
,현재 아르바이트(일 제외)를 하고 있습니까?,,,YALL1C01,1,아르바이트를 하고 있다
,,,,,2,아르바이트를 하지 않고 있다
,현재 아르바이트를 하는 가장 주된 이유는 무엇입니까?,,,YALL1C02,1,생활비 충당을 위해
,,,,,2,"학비(등록금, 학원비 등) 마련을 위해"
,,,,,3,용돈 마련을 위해
,,,,,4,장래에 대비한 자금 마련을 위해
,,,,,5,사회/직업관련 경험을 쌓기 위해
,,,,,6,기타
,,,,YALL1C02_T,-,기타(적을 것: )
,현재 자신이 하고 있는 아르바이트에 대해서 얼마나 만족하십니까?,,,YALL1C03,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,현재 귀하는 다음 중 어디에 해당됩니까?,,,YALL1C04,1,"학교에 다니고 있고, 일은 하지 않고 있다"
,,,,,2,"학교에 다니면서, 일도 하고 있다"
,,,,,3,"일을 하면서, 학교에도 다니고 있다"
,,,,,4,"일을 하고 있고, 학교는 다니지 않고 있다"
,,,,,5,"학교에 다니지 않고, 일도 하지 않고 있다"
,재학 중인 학교는 어느 지역에 있습니까?,,,YUNI1A01,1,서울
,,,,,2,부산
,,,,,3,대구
,,,,,4,인천
,,,,,5,광주
,,,,,6,대전
,,,,,7,울산
,,,,,8,세종
,,,,,9,경기
,,,,,10,강원
,,,,,11,충북
,,,,,12,충남
,,,,,13,전북
,,,,,14,전남
,,,,,15,경북
,,,,,16,경남
,,,,,17,제주
,,,,,18,해외
,재학 중인 학교는 다음 중 어디에 해당됩니까?,,,YUNI1A02,1,2년제 전문대학
,,,,,2,3년제 전문대학
,,,,,3,4년제 대학교
,,,,,4,5~6년제 대학교
,,,,,5,대학원
,학교의 유형은 다음 중 어디에 해당됩니까?,,,YUNI1A03,1,국공립
,,,,,2,사립
,현재 학년을 기입해 주십시오,,,YUNI1A04,-,학년
,"귀하의 전공(또는 학과, 계열 등)은 무엇입니까?",,,YUNI1A05,1,인문계열
,,,,,2,경제‧경영계열
,,,,,3,법률계열
,,,,,4,사회과학계열
,,,,,5,교육계열
,,,,,6,공학계열
,,,,,7,자연계열
,,,,,8,의료계열
,,,,,9,간호계열
,,,,,10,약학계열
,,,,,11,치료보건계열
,,,,,12,디자인계열
,,,,,13,응용예술계열
,,,,,14,무용‧체육계열
,,,,,15,미술‧조형계열
,,,,,16,연극‧영화계열
,,,,,17,음악계열
,,,,,18,자유전공
,현재 다니는 대학과 전공을 선택할 때 다음의 요인들을 얼마나 고려하였습니까?,사회적 평판(평가),,YUNI1B01,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,졸업 후 취업 전망,,YUNI1B02,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,부모님(가족)의 권유,,YUNI1B03,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,친구 또는 친지의 권유,,YUNI1B04,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,학교선생님의 권유,,YUNI1B05,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,자신의 관심과 적성,,YUNI1B06,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,,자신의 성적(수능/내신),,YUNI1B07,1,전혀 고려하지 않았다
,,,,,2,고려하지 않았다
,,,,,3,고려하였다
,,,,,4,매우 고려하였다
,지난 학기(조사년도 1학기) 등록금은 총 얼마입니까?,,,YUNI1C01,1,300만원 미만
,,,,,2,300~400만원 미만
,,,,,3,400~500만원 미만
,,,,,4,500~600만원 미만
,,,,,5,600만원 이상
,지난 학기(조사년도 1학기) 등록금은 주로 어떻게 마련하였습니까?,,,YUNI1C02,1,부모님의 도움
,,,,,2,친척이나 친지의 도움
,,,,,3,본인이 마련(아르바이트 등)
,,,,,4,장학금
,,,,,5,"대출(한국장학재단, 은행 및 사금융)"
,,,,,6,기타
,,,,YUNI1C02_T,-,기타(적을 것: )
,등록금에 대한 경제적 부담은 어느 정도 입니까?,,,YUNI1C03,1,전혀 부담이 되지 않는다
,,,,,2,부담이 되지 않는다
,,,,,3,부담이 된다
,,,,,4,매우 부담이 된다
,현재 일하고 있는 직장(직업)은 어느 지역에 있습니까?,,,YJOB1A01,1,서울
,,,,,2,부산
,,,,,3,대구
,,,,,4,인천
,,,,,5,광주
,,,,,6,대전
,,,,,7,울산
,,,,,8,세종
,,,,,9,경기
,,,,,10,강원
,,,,,11,충북
,,,,,12,충남
,,,,,13,전북
,,,,,14,전남
,,,,,15,경북
,,,,,16,경남
,,,,,17,제주
,,,,,18,해외
,현재 자신의 직장(직업)생활에 대하여 얼마나 만족하십니까? ,,,YJOB1A02,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,현재 어떤 직종의 일을 하고 있습니까? ,,,YJOB1A03,1,관리자
,,,,,2,전문가 및 관련 종사자
,,,,,3,사무종사자
,,,,,4,서비스 종사자
,,,,,5,판매 종사자
,,,,,6,농림어업 숙련 종사자
,,,,,7,기능원 및 관련 기능 종사자
,,,,,8,장치･기계조작및 조립 종사자
,,,,,9,단순노무종사자
,,,,,10,군인
,현재 직업(직장)에서 지위는 다음 중 어디에 해당됩니까?,,,YJOB1A04,1,상용근로자
,,,,,2,임시근로자
,,,,,3,일용근로자
,,,,,4,고용원이 있는 자영업자
,,,,,5,고용원이 없는 자영업자
,,,,,6,무급가족 종사자
,현재 직업(직장)에서의 월평균 소득은 얼마입니까?,,,YJOB1A05,1,200만원 미만
,,,,,2,200~250만원 미만
,,,,,3,250~300만원 미만
,,,,,4,300~350만원 미만
,,,,,5,350~400만원 미만
,,,,,6,400~450만원 미만
,,,,,7,450~500만원 미만
,,,,,8,500만원 이상
,"현재 직업(직장)에 취업하기 위한 정보는 주로 어떤 경로를 통해 얻었습니까?
가장 주된 경로를 선택해 주세요",,,YJOB1A06,1,"부모 및 형제자매, 친척, 친구, 선후배"
,,,,,2,공공 취업알선기관(고용센터 등)
,,,,,3,"민간 취업알선기관(직업소개소, 학원 등)"
,,,,,4,"신문, TV, 생활정보지 등 언론매체"
,,,,,5,"인터넷(워크넷, 잡코리아, 등 인터넷 구직사이트)"
,,,,,6,취업박람회
,,,,,7,기타
,,,,YJOB1A06_T,-,기타(적을 것: )
,현재 일하고 있는 직업(직장)은 귀하가 원했던 직장입니까?,,,YJOB1A07,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,임금(소득),,YJOB1B01,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,고용 안정성,,YJOB1B02,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,복리후생,,YJOB1B03,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,업무내용,,YJOB1B04,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,"근무환경(시설, 위생상태, 안전도 등)",,YJOB1B05,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,,발전가능성,,YJOB1B06,1,전혀 만족하지 않는다
,,,,,2,만족하지 않는 편이다
,,,,,3,만족하는 편이다
,,,,,4,매우 만족한다
,앞으로 직장(직업)을 옮길 의사(이직 의사)가 있습니까?,,,YJOB1C01,1,전혀 이직할 의사가 없다
,,,,,2,이직을 고려하지 않고 있다
,,,,,3,이직을 고려하고 있다
,,,,,4,반드시 이직하고 싶다
,앞으로 대학에 진학할 의사가 있습니까?,,,YJOB1C02,1,전혀 진학할 의사가 없다
,,,,,2,진학을 고려하지 않고 있다
,,,,,3,진학을 고려하고 있다
,,,,,4,반드시 진학하고 싶다
,현재 대학 진학 또는 취업/사업을 준비하고 있습니까?,,,YNON1A01,1,대학 진학을 준비하고 있다
,,,,,2,취업/사업을 준비하고 있다
,,,,,3,대학 진학 및 취업을 준비하지 않고 있다
,앞으로 1년 이내에 대학 진학 또는 취업을 할 가능성이 어느 정도라고 생각하십니까?,,,YNON1A02,1,매우 낮다
,,,,,2,낮은 편이다
,,,,,3,높은 편이다
,,,,,4,매우 높다
,현재 진학이나 취업 준비를 하지 않고 있는 주된 이유는 무엇입니까?,,,YNON1A03,1,건강상의 문제로
,,,,,2,"집안사정 때문에(가사, 육아, 병간호 등)"
,,,,,3,병역문제 때문에
,,,,,4,공부나 일을 하기 싫어서
,,,,,5,"현재의 생활을 즐기기 위해(취미활동, 여행 등)"
,,,,,6,진학이나 취업할 가능성이 없기 때문에
,,,,,7,기타
,,,,YNON1A03_T,-,기타(적을 것: )
