var,construct,sub,first_val,first_val_label,form
YFAM2A03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 항상 나를 반가워하신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2A02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나와 함께 있는 것을 좋아하신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2F03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에 대한 규칙을 자주 바꾸신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2F04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 사전에 주의도 주지 않고 화부터 내신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2B01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님이 나를 좋아하시는지 가끔 궁금할 때가 있다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2B02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 방해가 된다고 생각하신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2B04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 하는 어떤 것도 만족스러워하지 않으신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YSVL1A07,지난 1년 동안 귀하는 다음과 같은 행동을 친구나 선후배에게 가한 경험이 있습니까? 다음 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등) / 미세먼지",1,전혀 없다,m
YFAM2B03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나로 하여금 불필요한 존재라고 느끼게 하신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2C03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 내가 중요하게 생각하는 일을 하게 해주신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2C02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나를 있는 그대로 받아주신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2A01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님이 나를 사랑한다는 것을 표현하신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2C01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나를 믿어주신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2F02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 무언가를 하겠다고 말씀하시고는 실제로는 하지 않으실 때도 가끔 있다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2C04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나의 생각을 이해하려고 노력하신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2D03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 어떤 일을 할 때 오로지 그분들의 방식만이 유일하게 올바른 길이라고 생각하신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2E02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"어떤 일이나 사물이 돌아가는 이치를 알고 싶어할 때, 부모님께서 설명해주신다 / 주말(하루 평균)",1,전혀 그렇지 않다,h
YFAM2E01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"내가 무언가 하려고 할 때, 부모님이 어떻게 하라고 가르쳐 주신다 / 주말(하루 평균)",1,전혀 그렇지 않다,h
YFAM2D04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님은 모든 것에 대해 “안 돼."" 라고 하신다 / 주말(하루 평균)",1,전혀 그렇지 않다,h
YFAM2E03,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,내게 문제가 있을 때 부모님이 어떻게 해결해야할지 도움을 주신다 / 주말(하루 평균),1,전혀 그렇지 않다,h
YFAM2F01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님이 약속을 해도, 그 분들이 지키실지는 알 수 없다 / 주말(하루 평균)",1,전혀 그렇지 않다,h
YFAM2E04,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"부모님은 내게 규칙을 말씀하실 때, 왜 지켜야 하는지 이유도 설명해주신다 / 주말(하루 평균)",1,전혀 그렇지 않다,m
YFAM2D02,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에게 이래라저래라 하신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YFAM2D01,부모님(부모님이 안 계신 경우에는 보호자)을 어떻게 생각하는지에 대한 질문입니다.다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,부모님은 나에게 늘 무엇을 하라고 하신다 / 주말(하루 평균),1,전혀 그렇지 않다,m
YCOM3A04,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"이성 친구를 사귀게 된다면, 나와 문화적 배경이 다른 사람을 이성친구로 사귈 수 있다 / 미세먼지",1,전혀 그렇지 않다,m
YCOM3A03,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나와 문화적 배경이 다른 청소년과 가장 친한 단짝이 될 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM3A02,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나와 문화적 배경이 다른 청소년을 같은 반 친구로 받아들일 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM3A05,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,커서 나와 문화적 배경이 다른 사람과 결혼할 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM3A01,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나와 문화적 배경이 다른 사람을 이웃으로 받아들일 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YSVL1D00_4,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",4,친구나 선후배,m
YSVL1D00_3,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",3,선생님,m
YSVL1D00_5,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",5,"지원기관(상담기관, Wee 센터)",m
YSVL1D00_2,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",2,부모님,m
YSVL1D00_1,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",1,알리지 않음,m
YSVL1D00_7,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",7,경찰(112),m
YSVL1D00_6,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)","사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함 / 미세먼지",6,학교폭력신고센터(117),m
YCOM1A05,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 우리 동네 사람들과 지내는 것이 좋다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM1A06,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 우리 동네에서 계속 살고 싶다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM1A03,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,우리 동네에서는 이웃끼리 서로 경계한다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM1A04,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 우리 동네가 안전하다고 느낀다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM1A02,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 거리에서 우리 동네 사람을 만나면 인사를 한다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM1A01,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 우리 동네 사람들 대부분을 알고 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM2A01,귀하는 다음에 예시한 것과 같은 행동들을 할 의사가 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,주변에 어려움에 처해 있는 친구가 있다면 적극적으로 도울 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YPSY1A05,현재 자신의 생활에 대해 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"만약 내 삶을 다시 살 수 있더라도, 나는 거의 아무것도 바꾸지 않을 것이다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY1A03,현재 자신의 생활에 대해 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 내 삶에 만족한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY1A01,현재 자신의 생활에 대해 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"전반적으로 볼 때, 나의 삶은 나의 이상에 가깝다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,h
YPSY1A04,현재 자신의 생활에 대해 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"지금까지 내 삶에서 내가 원하는 중요한 것들을 이루어 냈다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YPSY1A02,현재 자신의 생활에 대해 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"내 삶의 상황들은 아주 좋다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다,m
YCOM2A02,귀하는 다음에 예시한 것과 같은 행동들을 할 의사가 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,공휴일에 쉬지 못하더라도 복지기관에서 자원봉사 활동을 할 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM2A03,귀하는 다음에 예시한 것과 같은 행동들을 할 의사가 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,우리나라보다 경제적으로 어려운 나라를 돕기 위해 기부금을 낼 수 있다 / 미세먼지,1,전혀 그렇지 않다,m
YCOM2A04,귀하는 다음에 예시한 것과 같은 행동들을 할 의사가 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"지구를 보호하기 위해 물자절약, 쓰레기 분리수거, 재활용 등에 적극적으로 참여 할 수 있다 / 미세먼지",1,전혀 그렇지 않다,m
YFAM1A01,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"평일(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,시간,m
YFAM1A02,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"평일(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,분,h
YFAM1A03,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,시간,h
YFAM1A04,부모님(부모님이 안 계신 경우에는 보호자)과 하루에 얼마나 시간을 함께 보내십니까? 평일과 주말로 구분하여 기입해 주십시오.,"주말(하루 평균) / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",-,분,h
YDLQ1A08,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 심하게 때리기 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A15,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,심한 욕설과 폭언 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A13,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,성폭행이나 성희롱 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A06,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 집단따돌림(왕따)시키기 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A12,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,성관계 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A01,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,담배 피우기 / 주말(하루 평균),1,전혀 없다,h
YDLQ1A04,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,가출(하룻밤 이상 보호자의 허락을 받지 않고 귀가하지 않은 경우) / 주말(하루 평균),1,전혀 없다,h
YDLQ1A02,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,술 마시기(제사나 성찬식 등에서 한 모금 정도마시는 경우는 제외) / 주말(하루 평균),1,전혀 없다,h
YDLQ1A05,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 심하게 놀리거나 조롱하기 / 주말(하루 평균),1,전혀 없다,h
YDLQ1A07,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,패싸움 / 주말(하루 평균),1,전혀 없다,h
YDLQ1A03,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,무단결석(보호자나 선생님께 알리지 않고 학교에 가지 않은 경우) / 주말(하루 평균),1,전혀 없다,h
YDLQ1A09,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 협박하기 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A10,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 돈이나 물건 뺏기(삥뜯기) / 주말(하루 평균),1,전혀 없다,m
YDLQ1A11,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,다른 사람 돈이나 물건 훔치기 / 주말(하루 평균),1,전혀 없다,m
YDLQ1A14,지난 1년 동안 다음과 같은 행동을 한 경험이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,돈을 걸고 도박하기 / 주말(하루 평균),1,전혀 없다,m
YJOB1B03,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,복리후생 / 주말(하루 평균),1,전혀 만족하지 않는다,h
YJOB1B02,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,고용 안정성 / 주말(하루 평균),1,전혀 만족하지 않는다,h
YJOB1B04,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,업무내용 / 주말(하루 평균),1,전혀 만족하지 않는다,h
YJOB1B05,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,"근무환경(시설, 위생상태, 안전도 등) / 주말(하루 평균)",1,전혀 만족하지 않는다,h
YJOB1B06,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,발전가능성 / 주말(하루 평균),1,전혀 만족하지 않는다,h
YJOB1B01,현재 일하고 있는 직장(직업)에 얼마나 만족하십니까? 다음 각 항목에 대하여 자신에게 해당하는 응답을 선택해 주십시오,임금(소득) / 주말(하루 평균),1,전혀 만족하지 않는다,h
YRME1A20,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,친절한,m
YRME1A19,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,화난,m
YRME1A21,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,흥미있는,m
YRME1A01,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,증오하는,m
YRME1A02,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,불친절한,m
YRME1A22,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,장난기 있는,m
YRME1A06,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,증오하는,m
YRME1A08,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,회상하는,m
YRME1A07,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,가여워하는,m
YRME1A09,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,짜증난,m
YRME1A10,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,친절한,m
YRME1A12,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,혼란스러운,m
YRME1A11,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,으스대는,m
YRME1A14,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,행복한,m
YRME1A15,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,의심스러운,m
YRME1A24,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,진지한,m
YRME1A03,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",사회재난 / 미세먼지,1,우호적인,m
