var,label,dtype,n_unique,n_missing
ID,,float64,3505,0
HID,,float64,2579,0
PID,,float64,4,0
PONLINEw3,,float64,2,210
PARENTw3,,float64,7,210
PYBRT1Aw3,,float64,12,210
PYBRT1Bw3,,float64,12,210
PYGENDERw3,,float64,2,210
PINCOMEw3,,float64,12,210
PINCOME1w3,,float64,5,210
PYBRP1w3,,float64,2,210
PYBRP2w3,,float64,17,239
PYBRP3w3,,object,7,0
PBRP1w3,,float64,2,210
PBRP2w3,,float64,17,259
PBRP3w3,,object,9,0
PSCHOOL1w3,,float64,9,210
PSCHOOL2w3,,float64,9,210
PSCHOOL3w3,,float64,7,210
PWORKW1w3,,float64,3,210
PWORKW2w3,,float64,3,210
PWORKW3w3,,float64,3,210
PJOB1w3,,float64,12,503
PJOB2w3,,float64,12,1127
PJOB3w3,,float64,4,3497
PJOB1_Tw3,,object,2,0
PJOB2_Tw3,,object,10,0
PJOB3_Tw3,,object,1,0
PHOMPOPw3,,float64,8,210
PFRELATION1w3,,float64,1,210
PFGENDER1w3,,float64,2,210
PFBRTA1w3,,float64,3,210
PFBRTB1w3,,float64,12,210
PFRELATION2w3,,float64,10,210
PFGENDER2w3,,float64,2,210
PFBRTA2w3,,float64,70,210
PFBRTB2w3,,float64,12,210
PFRELATION3w3,,float64,8,270
PFGENDER3w3,,float64,2,270
PFBRTA3w3,,float64,74,270
PFBRTB3w3,,float64,12,270
PFRELATION4w3,,float64,9,702
PFGENDER4w3,,float64,2,702
PFBRTA4w3,,float64,65,702
PFBRTB4w3,,float64,12,702
PFRELATION5w3,,float64,9,2491
PFGENDER5w3,,float64,2,2491
PFBRTA5w3,,float64,51,2491
PFBRTB5w3,,float64,12,2491
PFRELATION6w3,,float64,7,3290
PFGENDER6w3,,float64,2,3290
PFBRTA6w3,,float64,31,3290
PFBRTB6w3,,float64,12,3290
PFRELATION7w3,,float64,4,3449
PFGENDER7w3,,float64,2,3449
PFBRTA7w3,,float64,16,3449
PFBRTB7w3,,float64,11,3449
PFRELATION8w3,,float64,3,3491
PFGENDER8w3,,float64,2,3491
PFBRTA8w3,,float64,6,3491
PFBRTB8w3,,float64,6,3491
PFRELATION9w3,,float64,1,3504
PFGENDER9w3,,float64,1,3504
PFBRTA9w3,,float64,1,3504
PFBRTB9w3,,float64,1,3504
PFAM1A00w3,,float64,6,210
PFAM1A00_Tw3,,object,8,0
PFAM2A01w3,,float64,7,210
PFAM2A01_Tw3,,object,4,0
PFAM2A02w3,,float64,7,210
PFAM2A02_Tw3,,object,4,0
PFAM2A03w3,,float64,7,210
PFAM2A03_Tw3,,object,4,0
PFAM2A04w3,,float64,7,210
PFAM2A04_Tw3,,object,5,0
PFAM3A00w3,,float64,6,210
PFAM3B00w3,,float64,6,210
PFAM3C00w3,,float64,6,210
PFAM3C01w3,,float64,6,210
PFAM3C02w3,,float64,6,210
PFAM3D00w3,,float64,5,210
PFAM6A00w3,,float64,7,216
PFAM6B00w3,,float64,5,1125
PFAM5A01w3,,float64,23,246
PFAM5A02w3,,float64,6,246
PFAM5A03w3,,float64,24,246
PFAM5A04w3,,float64,6,246
PFAM5B01w3,,float64,22,573
PFAM5B02w3,,float64,6,573
PFAM5B03w3,,float64,24,573
PFAM5B04w3,,float64,6,573
PFAM5C01w3,,float64,21,2596
PFAM5C02w3,,float64,6,2596
PFAM5C03w3,,float64,21,2596
PFAM5C04w3,,float64,6,2596
PFAM5D01w3,,float64,17,3389
PFAM5D02w3,,float64,5,3389
PFAM5D03w3,,float64,18,3389
PFAM5D04w3,,float64,5,3389
PFAM5E01w3,,float64,9,3486
PFAM5E02w3,,float64,3,3486
PFAM5E03w3,,float64,10,3486
PFAM5E04w3,,float64,2,3486
PFAM5F01w3,,float64,3,3501
PFAM5F02w3,,float64,1,3501
PFAM5F03w3,,float64,3,3501
PFAM5F04w3,,float64,1,3501
PFAM5G01w3,,float64,1,3504
PFAM5G02w3,,float64,1,3504
PFAM5G03w3,,float64,1,3504
PFAM5G04w3,,float64,1,3504
PEDU1A00w3,,float64,2,210
PEDU1B01w3,,float64,8,727
PEDU1B02w3,,float64,8,727
PEDU1B02_Tw3,,object,11,0
PEDU1C00w3,,float64,100,727
PEDU1B03w3,,float64,8,2988
PEDU1B04w3,,float64,8,2988
PEDU1B04_Tw3,,object,15,0
PPSY1A01w3,,float64,4,210
PPSY1A02w3,,float64,4,210
PPSY1A03w3,,float64,4,210
PPSY1A04w3,,float64,4,210
PPSY1A05w3,,float64,4,210
PPSY2A01w3,,float64,4,210
PPSY2A02w3,,float64,4,210
PPSY2A03w3,,float64,4,210
PPSY2A04w3,,float64,4,210
PPSY3A01w3,,float64,4,210
PPSY3A02w3,,float64,4,210
PPSY3A03w3,,float64,4,210
PPSY3A04w3,,float64,4,210
PPSY3A05w3,,float64,4,210
PPSY3A06w3,,float64,4,210
PPSY3A07w3,,float64,4,210
PPSY3A08w3,,float64,4,210
PPSY3A09w3,,float64,4,210
PPSY3A10w3,,float64,4,210
PPSY4A01w3,,float64,2,210
PPSY4A02w3,,float64,2,210
PPSY4A03w3,,float64,2,210
PPSY4A04w3,,float64,2,210
PPSY4A05w3,,float64,2,210
PPSY4A06w3,,float64,2,210
PPSY4A07w3,,float64,2,210
PPSY4A08w3,,float64,2,210
PPSY4A09w3,,float64,2,210
PPSY4A10w3,,float64,2,210
PPSY4A11w3,,float64,2,210
PPSY4A12w3,,float64,2,210
PPSY4A13w3,,float64,2,210
PPSY4A14w3,,float64,2,210
PPSY4A15w3,,float64,2,210
PPSY4A16w3,,float64,2,210
PPSY4A17w3,,float64,2,210
PPSY4A18w3,,float64,2,210
PPSY4A19w3,,float64,2,210
PPSY4A20w3,,float64,2,210
PPSY4A21w3,,float64,2,210
PPSY4A22w3,,float64,2,210
PPSY4A23w3,,float64,2,210
PPSY4A24w3,,float64,2,210
PPSY4A25w3,,float64,2,210
PPSY4A26w3,,float64,2,210
PPSY4A27w3,,float64,2,210
PPSY4A28w3,,float64,2,210
PPSY4A29w3,,float64,2,210
PPSY4A30w3,,float64,2,210
PPSY4Ascw3,,float64,24,210
PPSY5A01w3,,float64,4,210
PPSY5A02w3,,float64,4,210
PPSY5A03w3,,float64,4,210
PPSY5A04w3,,float64,4,210
PPSY5A05w3,,float64,4,210
PPSY5A06w3,,float64,4,210
PPSY5A07w3,,float64,4,210
PPSY5A08w3,,float64,4,210
PMDA1A00w3,,float64,3,210
PMDA1B01w3,,float64,4,222
PMDA1B02w3,,float64,4,222
PMDA1B03w3,,float64,4,222
PMDA1B04w3,,float64,4,222
PMDA1B05w3,,float64,4,222
PMDA1B06w3,,float64,4,222
PMDA1B07w3,,float64,4,222
PMDA1B08w3,,float64,4,222
PMDA1B09w3,,float64,4,222
PMDA1B10w3,,float64,4,222
PMDA1B11w3,,float64,4,222
PMDA1B12w3,,float64,4,222
PMDA1B13w3,,float64,5,222
PMDA1B13_Tw3,,object,22,0
PMDA1C01w3,,float64,4,222
PMDA1C02w3,,float64,4,222
PMDA1C03w3,,float64,4,222
PMDA1C04w3,,float64,4,222
PMDA1C05w3,,float64,4,222
PMDA1C06w3,,float64,4,222
PMDA1C07w3,,float64,4,222
PMDA1C08w3,,float64,4,222
PMDA1C09w3,,float64,4,222
PMDA1C10w3,,float64,4,222
PMDA1C11w3,,float64,4,222
PMDA1C12w3,,float64,4,222
PMDA1C13w3,,float64,4,222
PMDA1C14w3,,float64,4,222
PMDA1C15w3,,float64,4,222
PPHY1A00w3,,float64,4,210
PPHY1B00w3,,float64,5,210
PPHY1C00w3,,float64,8,210
PPHY2A00w3,,float64,43,210
PPHY2B00w3,,float64,61,210
PDIS1A01w3,,float64,4,210
PDIS1A02w3,,float64,4,210
PDIS1A03w3,,float64,4,210
PDIS1A04w3,,float64,4,210
PDIS1A05w3,,float64,4,210
PDIS1A06w3,,float64,4,210
PDIS1A07w3,,float64,4,210
PDIS1A08w3,,float64,4,210
PDIS1A09w3,,float64,4,210
PDIS1A10w3,,float64,4,210
PDIS1A11w3,,float64,4,210
PDIS1A12w3,,float64,4,210
PDIS1B01w3,,float64,4,210
PDIS1B02w3,,float64,4,210
PDIS1B03w3,,float64,4,210
PDIS1B04w3,,float64,4,210
PDIS1B05w3,,float64,4,210
PDIS1B06w3,,float64,4,210
PDIS1B07w3,,float64,4,210
PDIS1B08w3,,float64,4,210
PDIS1B09w3,,float64,4,210
PDIS1B10w3,,float64,4,210
PDIS1B11w3,,float64,4,210
PDIS1B12w3,,float64,4,210
PDIS2A00w3,,float64,4,210
PDIS2B00w3,,float64,4,210
PDIS3A01w3,,float64,4,210
PDIS3A02w3,,float64,4,210
PDIS3A03w3,,float64,4,210
PDIS3A04w3,,float64,4,210
PDIS3A05w3,,float64,4,210
PDIS3A06w3,,float64,4,210
PDIS3A07w3,,float64,4,210
PDIS3A08w3,,float64,4,210
PDIS3A09w3,,float64,4,210
PDIS3A10w3,,float64,4,210
PDIS3A11w3,,float64,4,210
PDIS3A12w3,,float64,4,210
